299015081 35.42286 +12.99519 4426 0.93 -2.14 -184 -5.08 0.32 0.42 0.136 12.358 28.87 5.08 4.58 -20.13 28.09 34.56 -15.09
51510140 254.83679 +16.07016 4605 1.16 -2.21 -94 -4.04 0.86 1.08 0.129 12.460 18.81 7.37 9.14 9.96 10.56 14.51 -12.70
250314156 63.71733 +18.96191 4656 1.35 -2.33 -143 -4.22 0.52 0.54 0.238 11.248 11.12 2.45 3.01 -4.23 18.26 18.74 -13.26
91304204 166.94200 +7.68971 4479 1.17 -2.29 21 -3.94 1.04 1.74 0.063 12.600 19.74 10.88 12.13 16.89 15.32 22.80 -15.46
214506122 200.54071 +12.21696 4734 1.53 -2.32 14 -3.80 0.82 0.96 0.095 12.476 17.22 6.15 7.90 16.54 4.46 17.13 -13.89
318807092 235.63168 +9.70450 4357 0.69 -2.26 73 -5.20 0.26 0.36 0.137 11.688 22.40 3.42 2.85 16.17 8.29 18.17 -14.11
133510072 188.51501 +42.48706 4430 0.90 -1.91 72 -4.54 0.70 0.96 0.096 14.402 58.77 21.00 22.35 56.58 22.33 60.83 -17.43
286406141 148.68144 +18.41596 4584 0.97 -2.36 198 -4.74 0.42 0.50 0.092 10.836 12.50 2.57 2.67 9.40 15.50 18.12 -13.62
52803190 293.29880 +40.07014 4157 1.30 -2.12 -66 -3.72 1.24 1.42 0.064 11.309 9.84 4.72 7.58 1.70 10.63 10.77 -11.46
320405159 220.86656 +25.84741 4255 0.46 -2.40 -225 -5.36 0.16 0.28 0.048 15.365 136.60 16.53 10.45 123.78 51.62 134.11 -19.06
350003224 203.17226 +8.96023 4756 1.29 -2.17 92 -3.78 0.66 0.68 0.079 11.626 11.63 3.13 4.13 10.91 4.73 11.89 -13.32
14811107 359.76837 +33.11481 4345 1.39 -1.17 -31 -4.26 0.60 0.60 0.048 11.681 15.09 3.64 4.80 -7.17 17.72 19.12 -13.83
341004188 264.96820 +8.05324 4668 1.28 -1.84 -141 -3.98 0.54 0.52 0.140 10.761 8.32 1.77 2.35 2.81 4.38 5.21 -12.14
285407136 47.41351 +4.10878 4693 1.64 -1.79 -150 -3.54 0.90 0.96 0.080 14.781 44.49 15.90 22.85 -31.04 39.82 50.49 -16.35
231701239 227.49658 +16.90526 4684 1.43 -2.18 -137 -3.68 0.98 1.16 0.127 11.295 9.33 3.86 5.32 7.80 3.79 8.67 -12.54
296304205 141.82153 +3.42948 4720 1.50 -2.37 219 -3.92 0.60 0.64 0.044 11.225 10.48 2.67 3.33 6.16 14.97 16.19 -13.84
212712216 164.67061 +29.17251 4267 0.70 -2.18 37 -4.76 0.62 0.98 0.209 13.863 48.17 17.49 15.92 43.72 27.86 51.84 -17.78
336111137 157.78246 +27.15079 4595 1.46 -2.11 -24 -3.82 0.96 1.14 0.034 15.179 62.09 25.36 34.52 53.18 39.49 66.24 -17.19
232105222 213.08672 +22.46165 4632 1.21 -2.11 -96 -4.00 0.86 1.06 0.048 11.739 13.75 5.31 6.68 13.03 4.27 13.72 -13.38
46414132 244.30675 +38.42602 4440 0.90 -2.18 -100 -4.96 0.38 0.50 0.145 12.402 27.76 5.71 5.31 19.96 16.99 26.21 -15.93
343516250 183.07585 +19.29304 4622 1.23 -2.21 -6 -4.30 0.62 0.72 0.099 13.417 33.39 9.42 11.03 32.69 12.07 34.85 -14.89
148705060 250.41336 +54.60781 4573 1.13 -1.45 -131 -3.98 0.60 0.62 0.087 10.511 7.60 1.89 2.42 4.95 9.28 10.52 -12.93
19609236 180.64743 +6.97931 4505 0.84 -2.25 82 -4.12 0.94 1.26 0.061 13.295 29.57 13.02 16.02 27.20 14.06 30.62 -16.00
151007020 256.23874 +37.34934 4568 1.09 -2.26 -153 -4.38 0.66 0.84 0.116 11.334 13.17 4.23 4.68 7.85 9.69 12.47 -13.58
213008080 70.75767 +20.56758 3908 1.58 -1.30 -132 -5.90 0.18 0.28 0.231 10.989 21.46 2.60 1.85 -6.04 28.58 29.21 -15.45
336405122 107.43788 +35.64999 4825 0.93 -2.28 83 -3.56 1.26 1.74 0.102 14.455 38.25 21.08 30.08 12.40 44.19 45.90 -16.82
234004051 214.67014 +15.60902 4744 1.59 -2.22 -106 -3.62 0.82 0.92 0.097 10.725 7.07 2.44 3.24 6.52 5.24 8.37 -12.20
337904187 244.93204 +13.31546 4806 1.57 -2.35 -97 -3.60 0.64 0.68 0.397 11.965 10.81 2.91 3.70 6.91 3.95 7.96 -11.94
8504030 87.18254 +27.95054 4518 1.00 -2.19 -204 -4.56 0.58 0.74 0.436 11.858 15.72 4.54 4.81 0.05 23.72 23.72 -12.40
241408110 179.59253 +7.57479 4668 1.45 -2.28 252 -4.32 0.62 0.82 0.159 10.289 7.76 2.44 2.57 7.16 8.68 11.25 -13.40
267612130 352.71222 +10.22995 4774 1.58 -2.31 -167 -3.82 0.48 0.48 0.097 8.916 3.37 0.67 0.83 -2.47 8.41 8.77 -9.20
341814196 262.35049 +20.30015 4596 1.12 -2.31 -53 -4.56 0.46 0.52 0.108 12.833 28.64 6.10 6.76 12.93 20.48 24.22 -14.07
266611071 28.99651 +31.48898 4696 1.28 -2.24 -145 -3.96 0.70 0.78 0.092 13.190 25.80 7.79 9.81 -12.64 28.98 31.61 -16.11
296004047 79.55066 +34.36928 4090 -0.19 -2.04 -143 -5.68 0.18 0.24 0.039 14.753 119.92 12.55 10.36 -3.96 127.78 127.85 -16.26
220912016 238.57788 +29.97724 4741 1.59 -2.19 -172 -3.72 0.82 0.98 0.098 12.494 16.72 6.07 7.67 12.83 8.05 15.15 -14.19
8710058 38.10970 -2.64809 4614 1.12 -2.36 -162 -4.06 0.88 1.18 0.069 12.930 24.22 10.16 12.10 -19.96 21.63 29.44 -15.15
266915033 69.67738 +17.27926 4392 0.62 -2.37 -64 -5.28 0.18 0.28 0.210 13.233 45.77 5.54 3.96 -15.06 51.21 53.38 -16.65
146512214 250.08403 +18.24190 4474 0.88 -2.28 -319 -4.78 0.48 0.66 0.140 11.020 13.55 3.55 3.35 8.16 6.43 10.39 -13.39
232004047 213.31061 +24.08209 4746 1.50 -2.28 -76 -3.58 0.94 1.12 0.074 12.713 17.53 7.06 9.49 16.63 4.04 17.12 -16.29
49706101 222.17123 +28.88282 4542 1.08 -2.24 -208 -4.50 0.60 0.74 0.135 9.639 6.32 1.83 2.01 5.71 6.30 8.51 -13.26
335615033 161.38676 +3.75301 4489 0.92 -2.38 120 -5.12 0.24 0.34 0.132 10.043 10.14 1.47 1.19 8.01 12.04 14.46 -12.95
309508088 172.78963 +22.60103 4627 1.20 -2.39 -9 -4.46 0.54 0.64 0.126 13.128 31.08 7.93 8.77 29.46 16.78 33.90 -16.84
309605007 199.24022 +17.63474 4405 0.76 -2.38 33 -5.32 0.14 0.22 0.062 12.295 32.40 3.12 2.16 31.81 3.41 31.99 -14.73
346013172 208.20631 +39.30260 4386 0.64 -2.35 -268 -5.36 0.14 0.20 0.073 9.606 9.52 0.84 0.63 9.10 8.04 12.14 -12.85
32115045 141.54782 +18.03735 4677 1.46 -2.32 190 -4.08 0.76 0.92 0.078 11.813 14.55 5.03 6.10 9.78 18.06 20.54 -12.43
82610175 5.39357 +24.13560 4639 1.38 -2.27 -14 -3.52 1.10 1.30 0.059 10.095 5.14 2.32 3.39 -3.16 10.34 10.81 -12.88
221413182 155.15746 +14.27218 4492 0.99 -2.29 45 -4.86 0.42 0.56 0.202 11.317 15.67 3.56 3.34 12.48 16.17 20.42 -15.06
341611022 136.69928 +16.82368 4572 1.15 -2.24 111 -4.82 0.30 0.36 0.129 8.749 4.87 0.74 0.72 2.98 11.48 11.86 -11.29
182915085 5.73511 +4.90068 4621 1.26 -2.28 -17 -4.38 0.62 0.76 0.128 11.987 17.70 5.23 5.85 -14.85 14.40 20.69 -14.64
173113133 33.89763 +27.90306 4250 0.89 -2.35 -112 -4.46 0.86 2.48 0.035 10.563 9.95 6.77 4.83 -5.15 15.72 16.54 -13.23
267210093 338.57330 +33.18071 4755 1.58 -2.26 -75 -3.68 0.64 0.64 0.084 11.657 11.23 2.87 3.85 -4.08 13.44 14.04 -12.55
259915228 323.56110 +15.80495 4582 1.20 -2.34 -96 -4.42 0.56 0.66 0.129 10.915 10.99 2.88 3.23 -4.75 10.24 11.29 -13.37
200415136 162.78522 +33.20626 4535 1.11 -2.29 174 -4.96 0.32 0.38 0.159 9.525 7.33 1.18 1.16 6.58 11.23 13.02 -11.90
296508205 161.58026 +16.99098 4612 1.21 -2.35 70 -4.66 0.38 0.44 0.105 9.744 7.24 1.33 1.39 6.26 10.90 12.57 -11.65
343403249 153.78749 +42.23041 4588 1.19 -2.31 -63 -4.74 0.36 0.44 0.088 11.126 14.31 2.62 2.58 11.73 16.22 20.02 -14.47
282509161 183.91521 +10.83325 4664 1.37 -2.26 59 -4.34 0.50 0.56 0.093 9.978 7.00 1.59 1.81 6.67 8.15 10.53 -12.43
336811180 236.10678 +10.53113 4681 1.38 -2.32 -51 -4.30 0.46 0.50 0.062 12.047 18.08 3.72 4.26 13.05 5.63 14.22 -13.69
266103204 326.57175 -0.18409 4748 1.49 -2.25 19 -3.92 0.56 0.58 0.100 12.021 14.73 3.45 4.33 -9.05 9.77 13.32 -13.52
254313170 81.46912 +17.96458 4718 1.36 -2.36 107 -3.84 0.58 0.60 0.162 10.645 7.32 1.77 2.24 -1.20 15.19 15.24 -12.50
333306030 196.72327 +17.25671 4362 0.59 -2.39 30 -5.40 0.10 0.18 0.117 11.416 21.87 1.74 1.03 21.53 5.34 22.19 -14.57
101708021 140.91840 +2.13257 4644 1.32 -2.19 141 -3.66 0.96 1.10 0.151 11.093 8.33 3.31 4.63 4.73 13.46 14.27 -13.98
343611022 222.22090 +14.90044 4681 1.20 -2.18 83 -3.76 0.96 1.12 -0.204 15.283 70.69 28.49 39.30 61.30 27.59 67.22 -18.81
142712191 204.97969 +16.08549 4708 1.47 -2.20 313 -3.62 0.86 0.96 0.117 10.492 6.30 2.25 3.06 6.09 6.32 8.77 -11.54
50601162 266.42746 +4.11456 4582 1.33 -1.80 -213 -3.64 0.94 0.96 0.126 11.022 8.08 2.89 4.38 2.32 3.96 4.59 -9.79
234601242 270.29166 +21.65984 4589 1.21 -2.08 -232 -3.82 0.90 1.00 0.128 10.208 6.03 2.22 3.10 2.13 5.91 6.28 -10.69
295111109 203.16934 +49.91240 4768 1.47 -2.27 62 -3.76 0.70 0.78 0.064 11.587 11.39 3.44 4.33 10.42 10.34 14.68 -13.75
319702242 191.89040 +17.56972 4624 1.38 -1.92 -12 -4.06 0.78 0.92 -0.126 15.104 72.10 24.90 31.16 71.12 10.96 71.96 -17.72
327414150 168.07961 +41.33427 4619 1.25 -2.20 34 -4.50 0.46 0.50 0.090 11.394 14.48 2.98 3.42 13.17 14.03 19.25 -13.86
337005153 135.08618 -0.70649 4566 1.09 -2.32 56 -3.96 1.04 2.00 -0.011 12.367 18.52 11.15 11.38 8.71 22.38 24.02 -14.83
332714110 180.17943 +29.81990 4480 0.85 -2.40 -99 -5.22 0.18 0.26 0.067 10.132 11.40 1.29 0.99 11.20 10.19 15.15 -13.16
212909226 203.80849 -1.18120 4601 1.24 -2.22 101 -4.32 0.64 0.74 0.100 9.235 4.91 1.42 1.68 4.27 6.14 7.48 -10.84
308813110 197.63327 +38.88285 4660 1.36 -2.14 -70 -4.38 0.46 0.50 0.067 10.339 8.52 1.75 2.01 8.35 8.67 12.03 -13.17
231111088 183.12740 +33.55126 4409 0.92 -2.23 -23 -4.70 0.56 0.84 -0.063 15.792 129.14 41.43 37.99 126.98 31.63 130.86 -20.73
267507108 352.86096 +6.95788 4599 0.96 -2.35 -27 -4.66 0.46 0.56 0.104 13.666 44.10 10.03 10.41 -34.15 29.06 44.84 -15.75
49302118 207.85992 -3.63794 4584 1.24 -2.23 91 -4.08 0.80 0.94 0.098 11.601 13.08 4.60 5.83 10.87 3.96 11.57 -13.32
178202131 0.40514 +38.78607 4495 1.02 -2.20 -247 -3.54 1.20 1.24 0.130 10.098 5.03 2.19 3.71 -1.94 10.66 10.84 -12.07
320205106 154.08752 +30.68076 4460 0.64 -2.21 -86 -4.98 0.40 0.60 -0.818 15.664 196.06 47.33 39.66 162.64 117.18 200.46 -21.77
320110037 110.09155 +34.21119 4627 1.29 -2.02 -16 -3.92 0.98 1.32 0.092 14.622 48.98 22.31 27.94 17.12 53.89 56.54 -17.30
298106095 189.83249 +32.69127 4604 1.19 -2.26 -25 -4.42 0.56 0.66 0.084 12.733 25.94 6.80 7.63 25.81 10.45 27.85 -15.52
105015169 37.06807 +4.67009 4630 1.10 -2.25 -88 -4.14 0.84 1.02 0.140 13.720 34.99 13.11 16.52 -26.98 29.98 40.33 -16.36
315006104 226.58179 +35.58106 4547 1.10 -2.25 -115 -4.72 0.42 0.54 0.107 11.047 13.55 2.98 2.89 11.78 7.21 13.81 -13.70
258406237 321.56903 +23.00972 4709 1.47 -2.23 -149 -3.64 0.70 0.72 0.105 11.166 8.72 2.46 3.32 -2.88 9.68 10.10 -11.79
152809088 191.24242 +58.34420 4682 1.44 -2.26 -74 -4.02 0.76 0.92 0.138 11.033 9.62 3.32 4.03 8.25 11.58 14.22 -12.78
205207125 163.19209 -3.60031 4487 0.97 -2.38 -36 -5.08 0.26 0.36 0.052 11.412 19.41 2.96 2.47 14.45 16.89 22.22 -13.37
314005072 171.26349 +32.19524 4726 1.65 -2.27 159 -3.54 0.88 0.98 0.097 11.898 11.70 4.25 5.85 11.06 11.82 16.19 -13.63
186603210 11.12011 +44.55646 4637 1.27 -2.26 -379 -3.74 1.00 1.22 -0.016 14.456 43.89 18.86 25.67 -13.75 46.36 48.36 -16.94
340215119 237.55310 +38.37295 4447 0.71 -2.30 -130 -5.22 0.22 0.32 0.048 11.289 19.60 2.69 2.09 15.30 10.99 18.83 -15.28
31704104 153.47116 +40.40611 4606 1.25 -2.20 122 -4.16 0.78 1.00 0.116 12.165 17.45 6.44 7.54 14.33 18.01 23.01 -14.55
333401222 213.56049 +43.88102 4690 1.35 -2.33 -178 -4.24 0.56 0.62 0.076 11.913 16.42 4.08 4.83 15.07 9.76 17.96 -13.80
173308099 343.68585 +7.74651 4446 0.85 -2.31 -147 -5.12 0.28 0.42 0.098 11.493 20.09 3.53 2.76 -14.21 14.99 20.65 -13.62
236706105 202.13908 +2.24637 4387 1.19 -2.16 -7 -4.22 0.98 1.48 -0.017 12.161 19.03 9.41 10.86 17.07 5.09 17.81 -13.91
256915180 346.12598 +1.92128 4717 1.49 -2.20 -58 -3.98 0.48 0.50 0.130 9.614 4.93 1.01 1.22 -3.81 7.91 8.78 -11.53
143004199 259.92801 +39.77390 4762 1.61 -2.19 -53 -3.56 0.72 0.78 0.114 9.723 4.30 1.30 1.69 2.43 7.21 7.61 -11.43
104801134 166.76089 +13.61377 4480 1.01 -2.19 -72 -4.90 0.42 0.60 0.076 12.575 30.18 7.29 6.44 26.71 19.67 33.17 -15.20
269114107 346.44855 +36.34505 4635 1.02 -2.39 -24 -3.78 1.10 1.56 -0.012 12.100 15.08 7.73 9.95 -5.58 17.31 18.19 -13.60
214001244 220.91821 -0.46116 4491 1.08 -2.29 -77 -4.74 0.50 0.66 0.148 11.572 17.09 4.48 4.43 13.39 2.96 13.71 -14.59
238105198 215.89627 +48.19231 4733 1.53 -2.18 -1 -3.90 0.60 0.62 0.128 9.145 3.83 0.95 1.22 3.42 8.16 8.85 -11.65
347616056 236.29272 +19.82509 4460 0.78 -2.22 -117 -5.18 0.24 0.30 0.099 11.911 25.02 3.23 2.92 19.11 10.32 21.72 -15.40
340206061 240.72063 +37.55804 4678 1.32 -2.13 -294 -4.06 0.58 0.64 0.098 9.891 5.90 1.51 1.81 4.46 6.93 8.24 -12.65
340316130 249.62115 +3.13826 4693 1.37 -2.06 -237 -3.68 0.84 0.90 0.103 11.498 10.35 3.51 4.89 5.33 2.98 6.10 -11.23
205216202 160.65146 -0.14177 4630 1.24 -2.27 248 -4.36 0.62 0.76 0.102 11.589 14.77 4.36 4.88 11.13 14.65 18.40 -13.05
136014219 178.98035 -4.79613 4676 1.44 -2.25 117 -3.54 0.96 1.06 0.064 10.335 5.78 2.23 3.22 4.79 8.21 9.50 -10.99
336805134 236.41696 +7.42815 4523 0.98 -2.39 -11 -5.00 0.28 0.36 0.087 12.203 26.49 4.05 3.65 18.53 11.46 21.79 -14.60
214013137 223.32249 +2.42659 4533 1.08 -2.24 -55 -4.94 0.32 0.40 0.103 8.851 5.47 0.92 0.87 4.32 4.62 6.33 -10.34
203603134 92.36015 +14.03293 4193 0.97 -1.97 210 -4.20 0.90 1.12 0.406 11.093 9.49 3.83 4.88 -0.42 17.32 17.33 -11.75
266416106 43.26060 +30.86732 4624 1.33 -2.11 -156 -4.00 0.70 0.78 0.136 11.147 10.05 3.03 3.82 -4.24 16.58 17.11 -13.00
236713217 201.96661 +3.71102 4786 1.63 -2.09 -33 -3.54 0.76 0.80 0.049 10.947 7.72 2.38 3.24 7.03 5.65 9.02 -11.91
280816174 161.33990 +12.06746 4393 0.62 -2.37 86 -5.38 0.12 0.20 0.095 11.940 27.86 2.45 1.58 23.35 20.98 31.39 -15.64
238504192 179.23074 +3.34249 4725 1.60 -2.07 -159 -3.70 0.84 0.98 0.108 11.482 10.35 3.76 4.89 9.23 9.15 13.00 -14.04
142303002 262.96823 +55.15539 4682 1.45 -1.95 -141 -3.58 0.92 1.00 0.095 11.004 7.90 2.92 4.17 4.35 9.74 10.67 -12.19
332714246 179.90845 +29.36987 4475 0.93 -2.29 15 -5.20 0.20 0.26 0.067 9.769 9.56 1.08 0.92 9.39 9.84 13.60 -12.13
337914072 243.70798 +13.69694 4342 1.03 -2.28 -19 -4.54 0.64 0.86 0.028 11.943 19.55 6.39 6.70 12.81 8.56 15.40 -14.12
266113027 329.74396 -0.31150 4712 1.45 -2.27 -192 -4.06 0.56 0.60 0.068 12.093 16.48 3.98 4.85 -10.72 10.76 15.19 -13.56
156206082 232.33372 +32.41589 4460 0.97 -2.20 -349 -4.58 0.64 0.94 0.073 14.457 62.07 21.81 21.28 51.20 30.79 59.75 -18.38
247813127 341.70200 +5.29094 4627 1.22 -2.31 -95 -4.44 0.48 0.56 0.124 12.792 26.40 6.00 6.53 -18.88 18.13 26.18 -14.91
39514050 166.65591 +25.55820 4674 1.36 -1.96 -47 -3.62 0.94 1.04 0.072 10.628 6.84 2.60 3.71 6.30 10.44 12.19 -13.67
346615139 203.10052 +37.47498 4609 1.16 -2.24 -254 -4.48 0.58 0.72 0.062 14.810 70.07 19.77 21.45 68.17 17.63 70.41 -18.27
214409137 188.64894 +14.84406 4349 0.74 -2.35 29 -4.48 0.74 1.16 0.077 14.221 53.06 21.96 21.55 51.75 12.54 53.25 -18.09
287004045 127.94756 +29.77234 4550 0.84 -2.24 -103 -4.84 0.46 0.62 -0.220 15.226 114.09 28.34 26.92 63.23 102.78 120.67 -19.19
194216074 121.22015 +57.67210 4693 1.44 -2.11 -318 -3.90 0.72 0.80 0.092 8.859 3.42 1.05 1.34 1.86 10.75 10.91 -10.72
337015131 135.48735 +1.12990 4542 1.00 -2.28 222 -4.66 0.50 0.62 0.052 10.535 10.68 2.65 2.77 5.25 15.82 16.67 -13.81
133614223 235.24802 -0.50752 4544 1.05 -2.28 -37 -4.04 0.92 1.16 0.198 10.939 9.04 3.74 4.77 5.93 1.38 6.09 -11.09
327615006 251.79538 +6.46022 4665 1.31 -2.13 -3 -4.26 0.46 0.50 0.113 11.400 12.87 2.65 3.04 6.56 4.99 8.24 -11.69
337909006 246.52679 +13.59243 4707 1.47 -2.10 -171 -4.06 0.48 0.44 0.102 9.948 6.04 1.11 1.49 3.77 4.49 5.86 -10.41
299703134 185.98338 +27.61862 4519 0.94 -2.34 -63 -4.94 0.36 0.46 0.139 11.690 19.87 3.79 3.58 19.79 9.94 22.14 -14.53
296004020 79.58004 +34.13629 4149 0.29 -2.04 -182 -5.58 0.18 0.26 0.096 14.869 117.63 13.27 10.17 -4.12 125.49 125.56 -16.23
133615249 236.53972 -0.20178 4470 0.94 -2.28 -213 -4.68 0.54 0.72 0.158 10.002 8.03 2.27 2.27 5.18 2.04 5.57 -10.86
346203083 233.24402 +31.28835 4315 0.40 -2.03 -268 -5.50 0.16 0.24 0.003 14.830 116.27 12.17 8.89 94.92 62.29 113.53 -18.53
141903099 206.31720 +5.41890 4604 1.18 -2.15 74 -4.34 0.62 0.70 0.124 10.834 10.23 2.82 3.38 9.29 4.40 10.27 -13.15
309605074 198.33234 +18.32848 4390 0.66 -2.36 -72 -5.34 0.14 0.24 0.087 12.923 43.17 4.52 2.87 42.52 3.55 42.67 -15.74
238204089 246.31265 +23.58759 4363 1.32 -2.20 54 -4.54 0.70 1.10 0.184 12.392 22.37 8.89 8.51 14.97 11.86 19.10 -14.88
308815193 195.30791 +38.82232 4500 0.95 -2.00 -96 -4.94 0.32 0.38 0.041 11.577 19.73 3.17 3.13 19.34 10.32 21.92 -15.31
59503224 9.68572 +28.27919 3972 0.70 -1.75 40 -5.94 0.12 0.22 0.264 11.183 23.54 2.27 1.34 -13.31 24.35 27.75 -14.67
