# obsid ra dec l b teff logg feh rv Mgb MK MKerr_low MKerr_up AK K dist disterr_low disterr_up Z R r_gc lnnu
250004145 290.84344 +49.85461 81.41141 +15.59646 4066 1.90 -0.49 -75 4.17168 -4.14 0.32 0.26 0.057 9.117 4.37 0.49 0.69 1.20 8.46 8.55 -8.11
213612207 82.39992 +38.61229 170.04738 +2.37687 3996 1.92 -0.56 6 4.10434 -4.44 0.38 0.30 0.274 8.871 4.05 0.52 0.77 0.19 12.01 12.01 -6.94
30005077 103.35315 +5.33699 208.40267 +2.86871 4211 1.42 -0.47 24 2.75572 -3.70 0.38 0.28 0.229 8.029 2.00 0.24 0.38 0.13 9.80 9.80 -5.87
257714183 46.57873 +35.21598 151.78722 -19.98875 4064 1.28 -0.49 -95 3.05332 -4.26 0.36 0.28 0.099 9.641 5.76 0.70 1.04 -1.94 13.02 13.17 -10.09
129413083 113.52785 +10.58382 208.16885 +14.22365 4092 1.90 -0.46 105 3.30667 -3.92 0.40 0.36 0.044 9.143 4.02 0.61 0.81 1.01 11.58 11.62 -8.47
36311179 94.62444 +29.32211 183.20163 +6.43981 4277 1.38 -0.48 -4 2.30976 -3.52 0.44 0.42 0.166 8.447 2.29 0.40 0.51 0.28 10.27 10.28 -5.80
90714148 112.06950 +28.07761 190.78422 +19.89505 4135 1.78 -0.48 103 3.41733 -3.88 0.42 0.38 0.060 10.858 8.62 1.38 1.84 2.96 16.04 16.31 -11.23
165413044 45.81152 +31.98457 153.02978 -23.07333 4155 1.80 -0.41 -13 3.26715 -3.78 0.36 0.24 0.146 6.422 1.03 0.11 0.19 -0.38 8.85 8.86 -7.16
39106192 76.10108 +43.50565 163.30870 +1.33406 4161 1.59 -0.63 -3 3.02093 -3.88 0.54 0.50 0.187 8.718 3.03 0.62 0.86 0.10 10.94 10.94 -7.27
243013003 288.98480 +40.55292 72.10684 +12.96190 4210 1.75 -0.50 -117 3.42029 -3.60 0.40 0.34 0.106 9.580 4.12 0.60 0.83 0.95 7.77 7.83 -7.96
268909093 98.93150 -1.52772 212.50119 -4.19215 4174 1.03 -0.27 51 2.24362 -3.70 0.40 0.30 0.275 8.925 2.95 0.38 0.60 -0.19 10.60 10.60 -6.76
37903139 100.19470 +13.67147 199.54766 +3.87434 4178 1.45 -0.43 56 2.78399 -3.70 0.40 0.32 0.177 8.341 2.36 0.32 0.48 0.19 10.25 10.25 -5.91
78713204 81.06439 +24.30868 181.32830 -6.51357 4119 1.97 -0.38 36 3.40474 -3.74 0.38 0.32 0.296 9.388 3.69 0.50 0.70 -0.39 11.66 11.67 -8.37
278605163 133.18486 +51.58370 166.99098 +39.53077 4124 1.75 -0.44 -2 3.47124 -3.82 0.36 0.26 0.089 8.862 3.30 0.37 0.60 2.13 10.50 10.71 -10.16
341015192 264.87134 +8.61812 32.57464 +19.88122 4024 1.41 -0.34 -113 4.27088 -4.10 0.36 0.26 0.089 10.151 6.80 0.77 1.23 2.34 4.32 4.91 -9.61
164902150 11.62143 +19.62549 121.33133 -43.23087 3999 1.76 -0.56 -8 4.21979 -4.50 0.34 0.24 0.063 8.328 3.57 0.37 0.61 -2.42 9.61 9.91 -10.02
186211196 11.55584 +33.11376 121.67431 -29.74525 4204 1.47 -0.52 -68 3.26861 -3.82 0.40 0.36 0.057 10.985 8.90 1.36 1.80 -4.39 13.74 14.42 -12.28
230804198 210.68311 +12.37275 354.96412 +67.71320 4119 1.99 -0.48 -30 4.18495 -3.98 0.36 0.26 0.083 8.226 2.66 0.30 0.48 2.49 7.00 7.43 -8.23
105115153 84.57952 +32.76940 175.91716 +0.69199 4266 1.04 -0.67 -7 2.45126 -3.94 0.44 0.40 0.228 10.544 7.10 1.19 1.59 0.11 15.09 15.09 -10.23
15513224 83.04446 +29.17660 178.22958 -2.35668 4156 1.76 -0.45 -33 3.30766 -3.76 0.38 0.30 0.296 9.325 3.61 0.47 0.69 -0.12 11.61 11.61 -7.01
228509064 251.20184 +31.88242 53.19651 +39.60371 4055 1.98 -0.48 -29 4.59286 -4.20 0.34 0.24 0.076 9.176 4.57 0.48 0.77 2.94 6.53 7.16 -9.51
211507089 93.29758 -7.91398 215.71707 -12.07625 4060 1.51 -0.51 74 3.10831 -4.24 0.36 0.28 0.235 9.095 4.17 0.50 0.75 -0.85 11.56 11.59 -7.50
81408076 84.84953 +24.52063 183.02697 -3.50346 4184 1.51 -0.44 6 2.87840 -3.72 0.40 0.34 0.278 9.773 4.40 0.64 0.89 -0.24 12.38 12.39 -8.54
259115171 121.37731 +53.52818 164.76856 +32.32356 4011 1.39 -0.47 -17 3.00459 -4.36 0.32 0.24 0.060 9.886 6.87 0.72 1.09 3.70 13.69 14.18 -11.37
83412102 147.61523 -4.47541 241.75188 +36.09576 4022 1.72 -0.57 61 4.08975 -4.52 0.38 0.32 0.073 9.017 4.93 0.68 0.94 2.93 10.49 10.89 -11.19
347806220 273.65359 +5.80145 33.94612 +10.82120 4144 2.10 -0.47 109 4.13192 -3.72 0.40 0.32 0.096 10.560 6.87 0.94 1.39 1.32 4.47 4.66 -7.34
269106157 351.82712 +34.81924 103.97074 -24.93587 3930 1.73 -0.52 -130 4.44731 -4.68 0.30 0.22 0.101 8.965 5.11 0.49 0.76 -2.13 10.17 10.39 -9.83
194701131 61.72917 +32.50351 163.91489 -14.39988 4208 1.71 -0.47 -46 3.02994 -3.58 0.42 0.36 0.085 10.206 5.50 0.84 1.17 -1.34 13.20 13.27 -10.22
82113030 19.03018 +38.86479 128.17855 -23.75538 4110 2.00 -0.45 -160 4.20240 -3.90 0.38 0.32 0.054 9.331 4.32 0.59 0.83 -1.71 10.90 11.03 -9.38
91503177 83.54379 +26.54453 180.68253 -3.41548 4121 1.46 -0.65 29 2.57985 -4.24 0.44 0.42 0.308 9.896 5.83 1.02 1.31 -0.32 13.82 13.82 -9.52
183501121 74.14574 +9.54770 190.12665 -20.24432 4127 1.65 -0.39 -12 3.35057 -3.82 0.38 0.30 0.119 10.018 5.54 0.72 1.06 -1.89 13.15 13.29 -9.61
139207231 127.44322 -0.06491 224.77621 +21.69949 4168 1.79 -0.46 77 3.40851 -3.74 0.38 0.32 0.063 8.773 3.09 0.42 0.59 1.17 10.24 10.31 -8.48
29811091 71.16013 +53.84232 153.20615 +5.29242 4267 1.58 -0.65 -38 2.93022 -3.60 0.54 0.52 0.235 10.571 6.13 1.30 1.73 0.59 13.72 13.74 -9.82
350509102 279.30344 +30.93517 59.77503 +16.36501 4126 1.94 -0.53 -8 4.29035 -3.96 0.34 0.28 0.108 9.914 5.66 0.69 0.96 1.62 7.05 7.24 -7.82
82008154 16.54778 +38.10392 126.12533 -24.67633 4218 1.80 -0.47 -52 3.43687 -3.52 0.44 0.40 0.039 9.437 3.83 0.64 0.86 -1.57 10.44 10.56 -9.12
235106181 271.51794 +28.56836 54.87116 +21.82467 4122 2.16 -0.45 -101 4.50288 -3.80 0.40 0.34 0.084 9.954 5.42 0.79 1.10 2.04 6.56 6.87 -8.85
176814199 33.19011 +38.49012 139.94828 -21.67961 4150 1.96 -0.42 -91 4.04692 -3.70 0.38 0.28 0.054 9.811 4.91 0.59 0.94 -1.79 11.86 12.00 -10.83
180414169 33.07080 +43.43077 138.14514 -17.03997 3991 1.49 -0.49 -121 3.29272 -4.42 0.38 0.30 0.121 10.477 9.02 1.16 1.72 -2.62 15.53 15.75 -13.25
177909057 109.78692 +23.04025 194.88126 +16.09570 4091 1.27 -0.50 17 2.81616 -4.20 0.36 0.26 0.107 9.202 4.56 0.51 0.82 1.29 12.29 12.35 -9.73
194501094 9.85454 +22.07053 119.25708 -40.71544 4179 1.94 -0.39 -47 4.05009 -3.58 0.36 0.26 0.044 8.575 2.64 0.30 0.48 -1.70 9.15 9.30 -8.62
217813112 74.00996 +48.39518 158.55776 +3.20004 4170 1.38 -0.51 -4 2.77910 -3.90 0.38 0.32 0.218 8.066 2.24 0.31 0.43 0.15 10.11 10.11 -6.24
89201186 70.30493 +5.52225 191.46771 -25.64549 4192 1.87 -0.43 44 3.46157 -3.56 0.42 0.34 0.104 9.501 3.90 0.57 0.83 -1.66 11.47 11.59 -8.73
141206237 150.42931 -1.18150 240.67824 +40.34273 4007 1.42 -0.63 134 2.73563 -4.70 0.38 0.32 0.151 10.797 11.72 1.61 2.24 7.62 14.62 16.49 -12.73
290404022 76.91389 +53.97173 155.21765 +8.03257 4169 1.99 -0.52 -13 3.90945 -3.72 0.40 0.34 0.217 8.163 2.15 0.31 0.44 0.33 9.98 9.98 -7.86
234104053 223.63585 +18.55239 22.62243 +60.45823 4139 2.08 -0.46 -85 4.54505 -3.80 0.44 0.42 0.043 10.851 8.35 1.47 1.88 7.29 4.49 8.56 -11.51
105204156 84.71444 +31.35632 177.17291 +0.03393 4226 1.55 -0.69 20 2.54436 -4.00 0.42 0.40 0.428 11.166 8.86 1.49 1.89 0.03 16.86 16.86 -10.94
29607224 73.21302 +50.26031 156.77686 +3.96762 4183 1.82 -0.42 33 3.31617 -3.64 0.38 0.32 0.234 8.048 1.95 0.27 0.37 0.16 9.82 9.82 -5.92
147009173 237.65477 +18.76943 31.21397 +48.13273 4083 1.96 -0.51 39 4.33756 -4.16 0.38 0.30 0.058 8.734 3.69 0.48 0.71 2.78 6.03 6.64 -9.90
250014150 288.11905 +51.15196 81.96403 +17.69513 4017 1.56 -0.24 -84 4.08146 -3.94 0.36 0.28 0.059 10.241 6.67 0.81 1.20 2.06 9.50 9.72 -9.07
307406074 92.34858 +50.64014 163.01721 +14.45347 4155 1.47 -0.41 16 2.90768 -3.78 0.36 0.26 0.111 7.511 1.72 0.19 0.31 0.46 9.61 9.62 -6.04
57511091 350.00119 +24.62591 97.80192 -33.74527 3956 1.71 -0.62 -0 4.40860 -4.88 0.34 0.22 0.177 6.587 1.81 0.17 0.31 -0.98 8.34 8.40 -7.70
181907190 59.42581 +33.34652 161.85713 -15.09888 4220 1.39 -0.46 -51 2.77388 -3.62 0.42 0.34 0.111 9.924 4.86 0.70 1.04 -1.24 12.54 12.60 -9.47
242314197 261.91583 +12.31939 34.85590 +24.08489 4056 2.00 -0.51 80 4.40022 -4.20 0.38 0.30 0.096 9.774 5.96 0.77 1.14 2.46 4.71 5.31 -8.37
347812083 272.70120 +8.18431 35.69928 +12.72546 4033 1.87 -0.47 36 4.10047 -4.22 0.34 0.24 0.108 8.171 2.86 0.30 0.48 0.66 5.96 6.00 -6.16
257504035 64.83893 +22.09946 173.74364 -19.65531 4128 1.71 -0.37 -60 3.11611 -3.74 0.36 0.24 0.185 10.516 6.52 0.68 1.18 -2.17 14.12 14.28 -10.10
342311056 265.73361 +5.99524 30.48681 +17.95492 4103 1.69 -0.44 -60 4.26832 -3.96 0.34 0.22 0.121 8.312 2.69 0.26 0.46 0.86 5.94 6.00 -6.35
242701176 283.54855 +44.42625 74.21140 +18.15210 4173 1.92 -0.43 -48 3.60921 -3.64 0.40 0.34 0.053 9.798 4.75 0.69 0.96 1.51 8.05 8.19 -8.68
211502116 90.63515 -8.28270 214.86644 -14.60585 4165 1.48 -0.46 103 3.04958 -3.80 0.38 0.30 0.132 9.539 4.38 0.57 0.84 -1.08 11.73 11.78 -7.69
104505223 121.38839 +50.72437 168.07642 +32.14225 4118 1.67 -0.50 19 3.69058 -4.00 0.36 0.32 0.066 9.331 4.50 0.62 0.81 2.42 11.75 12.00 -11.06
309315223 111.56430 +47.46832 170.57758 +25.28171 4020 1.60 -0.46 -30 3.42483 -4.30 0.34 0.26 0.070 9.387 5.29 0.60 0.90 2.29 12.74 12.95 -10.75
316010242 129.97165 +20.36739 205.08965 +32.61150 4094 1.32 -0.37 -36 2.66775 -3.98 0.38 0.26 0.089 11.159 10.23 1.15 1.96 5.54 16.22 17.14 -12.84
158809028 301.23508 +46.66409 81.80902 +7.99650 4183 1.63 -0.40 -50 3.05791 -3.60 0.40 0.30 0.200 9.120 3.19 0.41 0.65 0.47 8.17 8.19 -6.30
1511063 105.52965 +31.58857 185.16024 +15.91253 4122 1.71 -0.44 3 3.09129 -3.82 0.48 0.46 0.083 10.318 6.47 1.24 1.60 1.80 14.21 14.32 -10.76
248402148 16.42402 +49.88675 125.28735 -12.91978 3990 1.40 -0.36 -95 3.82083 -4.24 0.34 0.22 0.090 9.398 5.12 0.49 0.87 -1.12 11.62 11.68 -9.34
259804174 80.68545 -2.42707 204.67553 -20.78786 4146 1.75 -0.52 47 3.41297 -3.92 0.34 0.26 0.136 9.002 3.61 0.41 0.61 -1.25 11.15 11.22 -9.45
185510218 100.25177 +21.60008 192.45098 +7.48177 4149 1.71 -0.47 16 3.17777 -3.84 0.40 0.32 0.107 10.968 8.71 1.19 1.76 1.16 16.54 16.58 -11.49
268303244 81.32037 +1.14696 201.66979 -18.51507 4079 1.29 -0.49 85 2.80434 -4.18 0.36 0.22 0.121 9.577 5.34 0.51 0.96 -1.67 12.84 12.95 -9.41
230002091 155.43593 +0.08110 243.63466 +45.02717 4124 2.04 -0.44 85 4.23041 -3.88 0.40 0.30 0.048 8.597 3.06 0.39 0.62 2.19 9.17 9.43 -9.36
229107225 117.45326 +13.32779 207.26970 +18.86381 4100 1.91 -0.42 58 3.78923 -3.88 0.38 0.30 0.108 9.930 5.50 0.71 1.05 1.81 12.85 12.98 -9.94
141012074 259.21674 +45.74918 71.50989 +35.14674 4181 1.89 -0.40 -43 3.30279 -3.52 0.46 0.42 0.074 9.288 3.52 0.62 0.83 2.05 7.59 7.87 -9.49
264405104 55.62165 +57.92614 144.08215 +2.25895 4126 1.41 -0.54 -42 3.18514 -4.06 0.38 0.28 0.268 7.960 2.24 0.27 0.43 0.12 9.90 9.90 -6.89
104801130 166.93611 +13.66770 236.82664 +62.31500 4157 1.23 -0.51 -29 3.02379 -4.08 0.44 0.38 0.063 12.430 19.47 3.13 4.37 17.27 15.00 22.87 -13.16
301509077 31.75194 +53.09327 134.25877 -8.10846 4082 1.98 -0.47 -23 3.65238 -4.00 0.36 0.28 0.109 7.796 2.17 0.26 0.39 -0.28 9.63 9.63 -5.89
19002137 181.60774 +25.48085 219.67845 +79.78347 3996 1.15 -0.59 3 3.00924 -4.74 0.40 0.34 0.104 10.799 12.22 1.77 2.47 12.05 9.77 15.51 -13.48
172813206 71.27759 +37.27852 165.84679 -5.43362 4107 1.47 -0.39 -15 3.70088 -3.84 0.42 0.34 0.308 9.895 4.85 0.70 1.03 -0.43 12.73 12.74 -9.81
48001073 229.25093 +29.26480 45.44382 +57.98327 4095 2.10 -0.55 42 4.44981 -4.06 0.38 0.32 0.073 9.543 5.08 0.70 0.97 4.33 6.40 7.73 -12.19
170516221 297.29980 +47.31139 81.01230 +10.64328 4010 1.92 -0.51 -47 4.52247 -4.38 0.34 0.22 0.082 8.190 3.15 0.30 0.53 0.61 8.11 8.14 -6.10
194812011 63.28032 +35.95645 162.39826 -11.02670 3957 1.33 -0.48 -51 2.93255 -4.58 0.34 0.26 0.146 8.426 3.73 0.42 0.63 -0.69 11.55 11.57 -8.48
34302166 53.46799 +44.88806 150.76697 -9.02672 4161 1.65 -0.40 -71 2.79355 -3.68 0.42 0.34 0.210 9.350 3.66 0.53 0.78 -0.55 11.30 11.31 -7.09
255209171 324.04538 +43.10956 89.34736 -6.67489 4125 1.62 -0.43 -123 3.39810 -3.84 0.36 0.28 0.168 10.808 7.87 0.95 1.42 -0.89 11.12 11.16 -8.68
43302111 79.19173 +35.25946 171.36396 -1.63298 4130 1.80 -0.39 5 3.40129 -3.80 0.40 0.36 0.267 7.952 1.98 0.30 0.40 -0.03 9.96 9.96 -5.60
269310099 83.22164 +32.53220 175.49950 -0.39840 4042 1.55 -0.35 -47 4.01720 -4.04 0.34 0.24 0.445 9.903 5.01 0.52 0.85 -0.01 13.00 13.00 -8.43
177809057 109.78692 +23.04025 194.88126 +16.09570 4092 1.26 -0.49 17 2.85258 -4.18 0.38 0.26 0.107 9.202 4.52 0.51 0.86 1.28 12.25 12.31 -8.56
316010004 129.43028 +20.46213 204.77981 +32.16659 4137 1.84 -0.30 72 3.33254 -3.54 0.36 0.30 0.036 11.917 12.14 1.57 2.19 6.49 17.86 19.00 -12.60
214108219 41.43827 +38.84464 146.11288 -18.82710 4160 1.51 -0.47 -74 2.79842 -3.80 0.44 0.42 0.097 11.143 9.31 1.64 2.09 -2.98 16.09 16.36 -12.22
811028 61.06533 +30.88272 164.65248 -15.96168 4148 1.48 -0.66 65 2.41154 -4.28 0.48 0.46 0.131 9.774 6.09 1.16 1.51 -1.65 13.73 13.83 -10.16
211704141 63.42241 +29.30996 167.30919 -15.64966 4213 1.62 -0.45 1 2.90335 -3.56 0.42 0.36 0.185 9.400 3.59 0.55 0.77 -0.94 11.40 11.44 -7.90
108606164 82.17486 +50.61171 159.85435 +8.79652 4126 1.35 -0.56 2 2.85227 -4.10 0.40 0.34 0.209 8.810 3.47 0.50 0.70 0.56 11.28 11.29 -6.96
243009230 287.50174 +39.92620 71.03953 +13.73387 4070 1.70 -0.53 -82 3.97240 -4.22 0.36 0.28 0.073 9.951 6.60 0.80 1.19 1.59 8.47 8.62 -9.11
29108128 105.40093 +10.99611 204.24071 +7.22204 4048 1.68 -0.40 31 3.17408 -4.02 0.36 0.30 0.107 9.974 5.99 0.77 1.08 0.78 13.64 13.66 -9.27
170505177 298.34546 +45.00597 79.33028 +8.88497 4002 1.63 -0.68 -120 3.69905 -4.66 0.34 0.28 0.195 7.995 3.11 0.38 0.53 0.51 8.02 8.04 -6.06
82515215 6.22572 +26.32023 115.56230 -36.17152 4079 2.10 -0.42 -19 4.60406 -4.02 0.36 0.20 0.050 6.794 1.42 0.13 0.26 -0.81 8.56 8.60 -8.03
255712168 106.79062 +1.31987 213.54960 +4.10028 4092 1.35 -0.41 10 3.19564 -4.04 0.36 0.30 0.123 7.963 2.38 0.31 0.43 0.20 10.06 10.06 -5.12
83116066 87.74032 +40.07596 170.98120 +6.65768 4097 1.77 -0.55 -48 3.61382 -4.12 0.38 0.32 0.315 8.766 3.27 0.45 0.62 0.41 11.22 11.22 -7.12
327005193 109.00999 +54.39381 162.71645 +25.22969 3993 1.68 -0.47 -26 3.09050 -4.36 0.32 0.22 0.116 9.261 5.02 0.48 0.80 2.17 12.41 12.60 -10.71
266306071 17.48711 +33.89733 127.31543 -28.81682 3917 1.42 -0.53 -76 4.00780 -4.76 0.30 0.20 0.097 9.510 6.83 0.60 1.01 -3.27 12.57 12.98 -10.86
255307134 325.76184 +40.82387 88.76680 -9.22868 3983 1.75 -0.52 -85 4.56958 -4.44 0.30 0.20 0.151 8.586 3.76 0.33 0.56 -0.58 8.75 8.76 -6.28
40014003 67.55887 +41.70147 160.61779 -4.62535 4097 1.02 -0.41 -88 2.92080 -4.14 0.40 0.32 0.189 8.896 3.71 0.51 0.75 -0.27 11.55 11.56 -7.52
27912102 72.29803 +42.35071 162.47127 -1.56155 3938 1.90 -0.50 -69 4.62744 -4.48 0.34 0.30 0.223 8.682 3.87 0.50 0.66 -0.08 11.75 11.75 -8.22
30109092 104.26329 +8.00613 206.42601 +4.88178 4073 1.48 -0.50 53 3.12748 -4.18 0.38 0.30 0.096 9.072 4.28 0.55 0.82 0.39 11.97 11.97 -7.35
157608190 11.14898 +26.44595 121.02909 -36.40052 4128 1.69 -0.44 -22 3.44984 -3.88 0.34 0.22 0.074 7.008 1.45 0.14 0.25 -0.84 8.66 8.70 -7.38
102903031 95.29156 +32.01613 181.05254 +8.18437 4082 1.89 -0.52 -32 4.23157 -4.18 0.38 0.34 0.166 10.350 7.46 1.08 1.43 1.09 15.38 15.42 -10.13
177316014 92.00521 +36.52216 175.75062 +7.85621 4180 1.57 -0.44 46 2.93580 -3.74 0.36 0.28 0.171 8.041 2.10 0.25 0.38 0.31 10.07 10.08 -6.16
198014014 103.27943 +25.14090 190.42549 +11.51520 4100 1.98 -0.47 17 4.25630 -3.98 0.34 0.26 0.062 8.397 2.90 0.33 0.49 0.61 10.81 10.83 -8.10
95605126 102.14533 +20.99501 193.78206 +8.80178 3913 1.31 -0.34 10 3.36651 -4.46 0.36 0.26 0.107 10.089 7.73 0.87 1.39 1.21 15.53 15.58 -11.36
249214249 283.47116 +49.30937 79.05456 +19.84952 4083 1.30 -0.46 -88 3.62693 -4.12 0.34 0.24 0.053 8.623 3.45 0.36 0.58 1.20 8.04 8.13 -7.56
216602167 126.03692 +54.77649 163.30807 +35.06658 4128 1.90 -0.42 -45 4.11789 -3.86 0.40 0.30 0.089 8.098 2.36 0.31 0.48 1.39 9.87 9.97 -9.07
100216217 100.27856 +28.65537 186.02862 +10.57338 4111 1.46 -0.42 37 3.35392 -3.94 0.38 0.34 0.082 9.758 5.29 0.77 1.01 1.00 13.18 13.22 -9.77
100906124 58.53559 +23.27117 168.49972 -23.02328 4182 1.67 -0.41 -32 3.40221 -3.62 0.40 0.36 0.084 9.956 4.99 0.76 1.01 -1.93 12.54 12.68 -10.26
269505123 1.54151 +56.01399 116.59525 -6.29976 4165 1.74 -0.57 -28 3.66030 -3.80 0.42 0.36 0.171 10.063 5.48 0.84 1.17 -0.57 11.52 11.53 -7.90
183601121 74.14574 +9.54770 190.12665 -20.24432 4134 1.59 -0.42 -11 3.20151 -3.84 0.38 0.30 0.119 10.018 5.59 0.72 1.07 -1.91 13.20 13.34 -9.40
129103083 110.34168 +10.34076 207.00019 +11.29499 4192 1.62 -0.42 50 3.30426 -3.62 0.38 0.34 0.135 8.835 2.91 0.42 0.56 0.60 10.62 10.64 -7.26
171103159 6.02254 +55.88023 119.07610 -6.78664 4104 1.82 -0.35 -83 4.92525 -3.68 0.42 0.36 0.194 9.128 3.33 0.51 0.71 -0.37 10.03 10.04 -6.90
231702007 227.48528 +17.18418 22.95141 +56.55128 4135 2.13 -0.43 36 4.63565 -3.74 0.34 0.26 0.039 8.492 2.75 0.31 0.47 2.32 6.63 7.03 -9.11
238307100 248.29776 +22.50135 40.53961 +39.86310 3970 1.74 -0.59 9 4.03210 -4.74 0.34 0.24 0.117 8.520 4.25 0.45 0.72 2.75 5.91 6.52 -9.82
195201177 177.68538 +30.41316 195.46947 +76.31163 4018 1.84 -0.56 49 4.40779 -4.50 0.36 0.24 0.068 8.112 3.23 0.34 0.58 3.16 8.74 9.29 -9.57
351010102 283.40018 +48.55491 78.28047 +19.64808 4023 1.55 -0.56 -111 4.03486 -4.42 0.32 0.24 0.062 9.057 4.82 0.50 0.77 1.65 8.36 8.52 -8.03
29804125 71.64998 +52.13737 154.70156 +4.41289 4056 1.85 -0.45 -5 3.27901 -4.06 0.36 0.30 0.304 9.613 4.72 0.61 0.85 0.39 12.42 12.42 -8.54
52505131 291.36142 +38.15192 70.71026 +10.26571 4149 1.81 -0.44 -11 3.41235 -3.74 0.38 0.30 0.081 8.927 3.29 0.42 0.63 0.61 7.57 7.60 -6.22
321607153 217.86079 +34.22840 57.38874 +67.42557 4090 1.98 -0.44 -6 4.32968 -4.00 0.34 0.20 0.076 7.700 2.11 0.19 0.36 1.98 7.59 7.85 -8.79
169816080 332.91385 +35.74549 89.97129 -16.70234 4102 1.86 -0.43 -119 3.64504 -3.98 0.40 0.32 0.125 10.756 8.36 1.15 1.69 -2.38 11.32 11.56 -11.97
338209061 160.45802 +6.95703 240.21692 +53.23796 4185 1.82 -0.37 -9 3.52602 -3.56 0.36 0.28 0.061 8.194 2.18 0.26 0.39 1.77 8.72 8.90 -8.66
263803068 81.60822 +52.93190 157.68310 +9.75274 4176 1.51 -0.47 -49 2.77235 -3.74 0.38 0.28 0.182 9.358 3.83 0.46 0.73 0.68 11.58 11.60 -8.16
124307032 89.44411 +39.76387 171.90559 +7.63930 4180 1.99 -0.43 12 3.82273 -3.58 0.44 0.40 0.174 8.239 2.13 0.36 0.48 0.31 10.10 10.10 -7.14
234504038 241.48485 +22.26643 37.73135 +45.82189 4166 2.19 -0.40 -56 4.47833 -3.58 0.38 0.32 0.073 9.273 3.60 0.49 0.69 2.61 6.21 6.73 -9.55
225007238 249.36703 +25.61527 44.78821 +39.79067 3992 1.81 -0.59 -20 4.41664 -4.60 0.34 0.28 0.052 9.888 7.71 0.93 1.31 4.96 5.64 7.51 -11.24
158308076 323.15228 +16.03226 68.75721 -25.29201 4102 1.96 -0.46 -53 4.25177 -3.92 0.40 0.32 0.104 9.895 5.52 0.76 1.12 -2.33 7.75 8.09 -9.05
350305234 249.19568 +21.27929 39.36612 +38.69582 4070 2.00 -0.41 7 4.93917 -3.92 0.34 0.26 0.066 9.179 4.04 0.46 0.69 2.55 5.91 6.44 -8.80
101307150 98.88326 +1.47770 209.80043 -2.86223 4160 1.57 -0.41 35 3.11705 -3.76 0.38 0.34 0.374 8.421 2.30 0.33 0.44 -0.09 10.06 10.06 -5.70
347113055 288.68106 +47.22491 78.31368 +15.86654 4028 1.66 -0.62 -138 3.82297 -4.52 0.38 0.34 0.050 10.823 11.44 1.66 2.19 3.16 12.23 12.63 -11.56
29901184 104.27809 +4.43022 209.63064 +3.27853 4058 1.54 -0.59 98 2.61475 -4.30 0.38 0.30 0.264 9.801 5.85 0.76 1.12 0.36 13.39 13.40 -8.82
291315103 172.63315 +16.11049 239.22348 +68.25494 4157 1.21 -0.37 -36 2.33382 -3.90 0.38 0.32 0.071 12.474 18.22 2.50 3.49 16.95 12.84 21.27 -13.23
46615089 111.01007 +7.94442 209.48917 +10.83550 4228 1.36 -0.81 51 2.16459 -4.14 0.44 0.42 0.091 10.864 9.61 1.69 2.16 1.83 16.87 16.97 -11.74
234607185 273.08362 +22.57265 49.46569 +18.33486 3933 1.14 -0.68 -86 3.37940 -5.06 0.34 0.26 0.207 8.232 4.14 0.47 0.70 1.33 6.21 6.35 -7.49
170508039 300.89670 +45.61378 80.78092 +7.64905 4228 1.40 -0.63 -71 3.62577 -3.88 0.42 0.38 0.174 9.913 5.29 0.85 1.13 0.73 8.84 8.87 -7.32
45105182 97.29026 +32.15472 181.69137 +9.76191 4083 1.38 -0.53 32 2.82977 -4.14 0.40 0.32 0.191 9.485 4.86 0.67 0.98 0.85 12.79 12.82 -9.77
170413181 344.82916 +38.50528 99.99602 -19.32194 4105 1.67 -0.47 -64 3.83822 -4.00 0.38 0.30 0.110 8.769 3.40 0.44 0.65 -1.10 9.12 9.19 -8.80
281303089 128.66702 +33.16917 189.87491 +35.01550 4108 1.36 -0.47 33 2.89457 -4.06 0.38 0.30 0.093 10.715 8.64 1.11 1.65 4.98 15.02 15.82 -12.13
253612151 50.73600 +53.09089 144.60558 -3.28395 3985 1.23 -0.39 -65 3.36771 -4.34 0.34 0.24 0.300 8.055 2.62 0.27 0.44 -0.12 10.25 10.25 -6.17
143001100 260.66885 +37.84172 62.21097 +33.03763 3891 1.67 -0.57 -63 4.55839 -4.88 0.38 0.30 0.087 10.025 9.20 1.19 1.76 5.04 8.12 9.56 -11.64
162310071 294.82083 +40.86578 74.39871 +9.14043 4110 1.94 -0.35 -14 3.23775 -3.68 0.38 0.34 0.096 9.386 3.93 0.57 0.75 0.65 7.90 7.92 -6.62
307313067 82.68215 +45.99053 163.96304 +6.58469 4068 1.52 -0.38 -18 3.41715 -3.98 0.34 0.28 0.241 8.810 3.23 0.39 0.55 0.40 11.12 11.13 -6.97
16104223 48.60788 +52.54162 143.81030 -4.43555 4236 1.47 -0.46 -24 2.97324 -3.54 0.42 0.34 0.301 8.873 2.64 0.38 0.56 -0.18 10.25 10.25 -6.66
43302178 78.47952 +36.23260 170.23578 -1.53670 4120 1.60 -0.62 -5 2.84647 -4.14 0.44 0.40 0.413 8.805 3.21 0.54 0.72 -0.06 11.17 11.17 -6.82
120510074 117.73270 +6.79270 213.58593 +16.30629 4075 1.85 -0.52 31 4.27430 -4.06 0.40 0.36 0.086 9.021 3.97 0.61 0.80 1.14 11.37 11.43 -9.32
