# obsid ra dec l b teff logg feh rv Mgb MK MKerr_low MKerr_up AK K dist disterr_low disterr_up Z R r_gc lnnu
264702126 98.06825 +50.25588 164.88890 +17.64278 4481 0.85 -2.02 -195 0.65906 -5.02 0.32 0.40 0.091 10.755 13.70 2.31 2.18 4.18 20.89 21.30 -14.36
318303202 213.57407 +11.57906 358.31582 +65.09910 4586 1.30 -1.87 85 0.65067 -4.50 0.42 0.42 0.103 9.944 7.38 1.30 1.58 6.72 4.89 8.32 -11.29
199703233 131.83286 +32.15827 191.76947 +37.42150 4226 0.38 -2.11 -27 0.37435 -5.56 0.10 0.16 0.147 10.575 15.76 1.12 0.74 9.61 20.42 22.56 -13.22
277806173 29.85433 +25.91022 141.53366 -34.49404 4632 1.31 -1.92 2 0.58191 -4.24 0.52 0.54 0.121 11.917 16.11 3.55 4.36 -9.10 20.17 22.12 -14.21
347309032 251.56079 +31.72646 53.07097 +39.27511 4350 0.86 -2.23 -120 1.98192 -5.22 0.24 0.38 0.568 13.451 41.74 6.70 4.88 26.45 28.24 38.69 -inf
315702233 231.86009 +18.85877 28.35611 +53.31255 4429 0.76 -2.05 -87 0.68692 -5.30 0.18 0.26 0.167 10.055 10.90 1.23 0.94 8.77 3.84 9.57 -12.63
297112200 103.85172 +29.11169 186.92992 +13.60973 4590 1.04 -1.99 120 0.70042 -4.20 0.62 0.64 0.050 11.016 10.79 2.75 3.57 2.57 18.46 18.63 -13.76
350016005 202.03383 +9.85666 331.27998 +70.68099 4463 0.87 -2.05 -3 0.88085 -5.18 0.22 0.28 0.092 10.135 11.08 1.34 1.18 10.49 5.10 11.66 -13.44
318815182 233.86411 +12.16247 19.86380 +48.81860 4554 1.08 -1.88 -185 0.57929 -4.66 0.40 0.38 0.062 9.615 6.96 1.12 1.41 5.26 4.01 6.61 -11.06
278704137 180.17455 +24.07012 225.08785 +78.16498 4515 1.09 -2.02 -176 0.60887 -4.90 0.32 0.38 0.054 10.541 11.95 1.92 1.90 11.72 9.88 15.33 -13.67
295615192 167.43433 +33.36718 190.83718 +67.23325 4620 1.28 -1.82 -36 0.52122 -4.20 0.54 0.56 0.076 10.786 9.59 2.18 2.71 8.87 11.67 14.66 -13.81
270815033 142.97766 +14.11580 218.16278 +41.86429 4646 1.39 -1.85 -9 0.67883 -4.22 0.46 0.44 0.068 10.556 8.74 1.60 2.06 5.86 13.72 14.92 -13.84
121404130 120.63072 +14.43206 207.54088 +22.13026 4334 0.61 -1.85 51 -0.02072 -5.12 0.38 0.54 0.118 9.606 8.35 1.84 1.60 3.17 15.28 15.61 -13.25
335415104 232.25458 +17.06434 25.81971 +52.30714 4587 1.09 -1.99 -147 0.66715 -4.56 0.46 0.52 0.082 11.748 17.59 3.75 4.15 13.95 4.98 14.81 -14.84
216002053 194.13077 -8.56941 305.08551 +54.28107 4341 0.67 -2.14 105 0.45489 -5.44 0.14 0.20 0.198 7.781 4.02 0.35 0.27 3.29 6.92 7.67 -10.05
220801221 188.11798 +8.05446 288.80704 +70.40433 4590 1.14 -1.85 -70 0.47619 -4.36 0.60 0.70 0.090 11.447 13.91 3.83 4.43 13.13 7.86 15.30 -14.33
314414027 107.80604 +29.75416 187.70244 +17.03278 4615 1.30 -1.84 120 0.68332 -4.22 0.48 0.46 0.119 9.059 4.28 0.82 1.06 1.28 12.07 12.14 -10.96
331611144 254.33128 +11.60693 30.65237 +30.53741 4608 1.41 -1.88 -451 0.86850 -4.06 0.68 0.76 0.073 10.671 8.54 2.52 3.14 4.37 4.11 6.00 -11.09
38203058 184.74759 +26.37752 217.01089 +82.71895 4596 1.15 -1.90 105 0.56585 -4.28 0.68 0.80 0.038 12.033 17.99 5.54 6.62 17.87 9.92 20.44 -15.02
211415243 91.04880 -5.22729 212.23495 -12.88219 4375 0.74 -2.01 -18 0.53892 -5.06 0.36 0.50 0.236 11.074 15.12 3.11 2.73 -3.34 21.93 22.18 -13.91
56409048 326.10590 -6.36505 49.24133 -41.03782 4261 0.41 -2.15 -259 0.51113 -5.52 0.10 0.18 0.178 9.546 9.50 0.76 0.45 -6.21 6.36 8.89 -12.50
215804126 164.53358 +19.09893 224.04678 +62.81024 4456 0.85 -2.02 -88 0.69201 -4.94 0.40 0.54 0.105 12.232 25.91 5.70 5.24 23.07 18.45 29.54 -15.40
327614152 250.11317 +5.75884 22.36533 +31.65054 4555 1.15 -1.85 -157 0.67062 -4.58 0.42 0.42 0.094 10.708 10.94 1.92 2.33 5.77 3.59 6.79 -11.47
118405135 183.55952 +9.13915 275.15549 +69.97874 4534 1.06 -2.11 30 0.76431 -4.56 0.60 0.76 0.077 12.635 26.52 7.83 8.44 24.94 11.55 27.49 -14.86
83007070 91.17808 +36.59417 175.36895 +7.30532 4467 0.96 -1.99 173 0.53544 -4.74 0.46 0.56 0.227 9.378 6.00 1.36 1.42 0.79 13.94 13.96 -11.53
327509074 197.13791 +1.27047 312.66411 +63.81836 4498 1.08 -1.93 15 0.52124 -4.90 0.34 0.36 0.059 12.076 24.18 3.69 4.10 21.73 7.88 23.11 -14.56
296109003 104.30410 +39.14119 177.44048 +17.77227 4456 0.80 -2.11 -119 0.58640 -5.22 0.20 0.28 0.195 11.914 24.43 2.96 2.36 7.48 31.26 32.14 -14.65
347105127 285.46002 +45.88702 76.14941 +17.41400 4496 0.78 -1.90 54 0.96069 -4.24 0.96 1.44 0.056 12.685 23.65 11.46 13.15 7.10 22.06 23.18 -15.75
110101145 184.10747 +54.58291 133.68939 +61.80812 4534 1.04 -1.77 -277 1.03982 -4.56 0.62 0.76 0.050 12.273 22.72 6.71 7.51 20.06 17.26 26.46 -15.18
296614069 191.56094 +33.53104 132.53808 +83.50006 4502 0.90 -1.96 -167 0.62680 -4.92 0.36 0.44 0.048 11.942 23.06 4.23 4.16 22.94 9.95 25.00 -15.22
316702068 184.41710 +4.16972 282.11549 +65.66741 4480 0.86 -1.99 317 0.64410 -4.96 0.38 0.46 0.042 12.979 37.96 7.25 7.26 34.62 16.00 38.14 -17.45
268113210 127.43013 +20.32331 204.17910 +30.35815 4561 1.16 -1.70 -195 1.47050 -4.10 0.74 0.80 0.091 13.341 29.51 9.10 11.98 14.94 32.93 36.16 -15.95
347703180 271.13043 +6.57357 33.50917 +13.41079 4473 0.98 -2.28 -148 0.72397 -5.00 0.32 0.40 0.198 11.930 22.20 3.73 3.52 5.18 15.56 16.40 -12.45
310309213 178.42366 +54.71661 139.91715 +60.46643 4602 1.30 -1.82 -141 0.68112 -4.34 0.46 0.44 0.086 10.240 7.92 1.45 1.87 6.92 11.27 13.22 -12.23
109002244 162.69124 +40.53042 176.81273 +61.78079 4459 0.88 -1.97 -8 0.72677 -4.86 0.46 0.60 0.142 13.137 37.23 8.99 8.79 32.84 25.60 41.63 -15.91
132909093 185.22903 +41.73090 144.15844 +74.11568 4599 1.20 -1.96 -163 0.71447 -4.20 0.74 0.92 0.101 11.421 12.71 4.39 5.16 12.25 11.01 16.47 -15.24
55505058 318.04559 -7.69202 42.82576 -34.69861 4332 0.61 -2.02 -197 0.46834 -5.34 0.22 0.36 0.151 7.444 3.36 0.51 0.36 -1.89 6.26 6.54 -9.76
309411005 131.81551 -0.63316 227.69592 +25.20207 4388 0.71 -2.13 103 0.44694 -5.42 0.14 0.20 0.105 9.882 10.95 0.96 0.73 4.69 16.40 17.06 -12.91
156009036 266.78113 +33.80462 58.97811 +27.29070 4492 1.00 -1.90 -222 0.44223 -4.66 0.50 0.58 0.108 10.707 11.27 2.64 2.92 5.19 9.04 10.42 -13.65
264804168 122.96068 +43.07132 177.21237 +32.33270 4416 0.74 -2.07 -137 0.82718 -5.22 0.26 0.36 0.073 11.302 19.49 2.98 2.48 10.45 24.47 26.60 -15.44
249907136 352.39746 +29.11893 102.18689 -30.43456 4267 0.51 -2.09 -237 0.67345 -5.52 0.12 0.20 0.156 8.810 6.84 0.60 0.39 -3.44 10.89 11.42 -11.44
124705248 143.88586 +54.78254 161.04984 +45.18762 4267 0.61 -1.35 -46 1.22339 -5.20 0.36 0.42 0.102 11.040 16.89 2.97 3.05 12.01 19.64 23.02 -14.74
58910220 324.37830 +6.97812 61.70639 -32.01730 4308 0.73 -2.00 -151 0.55005 -5.14 0.38 0.58 0.141 11.474 19.70 4.62 3.77 -10.42 14.71 18.03 -14.74
335215167 205.29013 +23.93136 19.77365 +78.34270 4297 0.44 -1.99 -169 0.29234 -5.44 0.20 0.30 0.104 13.371 55.14 7.11 5.32 54.03 4.51 54.22 -17.18
351013039 290.32898 +49.33526 80.77842 +15.69331 4469 0.86 -1.95 -176 0.51694 -5.06 0.30 0.34 0.106 9.813 8.98 1.30 1.33 2.46 10.80 11.08 -11.20
42209211 216.30522 +29.80396 45.87559 +69.25223 4602 1.22 -1.84 72 0.86577 -4.04 0.82 0.92 0.085 12.158 16.69 5.77 7.66 15.64 5.75 16.66 -15.18
315809114 62.14951 +35.37765 162.13372 -12.08112 4275 0.99 -1.80 24 1.11102 -5.18 0.38 0.52 0.136 14.273 73.02 15.55 13.96 -15.26 79.05 80.51 -15.04
314206245 206.24170 +33.10844 63.51049 +76.98631 4506 1.03 -2.01 32 0.50511 -4.68 0.56 0.72 0.080 10.998 13.17 3.72 3.87 12.86 7.19 14.73 -14.47
335606074 163.76460 +2.34261 249.60102 +52.71895 4667 1.28 -1.94 166 0.29365 -4.14 0.54 0.56 0.090 10.610 8.55 1.94 2.41 6.83 10.94 12.90 -12.62
347704106 272.10394 +6.57956 33.95581 +12.54713 4618 1.24 -1.93 -134 0.66745 -4.26 0.52 0.54 0.122 11.691 14.65 3.23 3.96 3.21 8.87 9.43 -11.88
337910112 243.24411 +13.03567 26.65771 +40.97352 4306 0.53 -2.13 219 0.40409 -5.58 0.08 0.10 0.166 8.169 5.21 0.23 0.20 3.44 4.82 5.92 -9.34
39614124 181.95029 +30.78313 189.39339 +79.78480 4512 1.13 -1.82 110 0.88305 -4.54 0.62 0.76 0.046 12.809 28.88 8.53 9.54 28.45 13.08 31.31 -17.23
336311101 218.58362 +24.33552 31.83855 +66.70000 4450 0.99 -2.00 -315 0.97461 -4.80 0.48 0.62 0.033 12.726 31.52 7.83 7.80 28.98 7.07 29.83 -16.13
142013082 209.50381 +5.60945 342.27067 +63.27642 4341 0.66 -1.84 87 0.90811 -4.98 0.48 0.68 0.106 11.554 19.30 5.19 4.77 17.26 2.66 17.47 -13.66
299213184 44.15224 +23.83316 156.49750 -30.75798 4304 0.54 -2.31 -133 1.06914 -5.42 0.12 0.20 0.280 12.156 28.79 2.53 1.64 -14.70 32.23 35.42 -14.92
336303106 216.68486 +22.58474 26.30415 +67.94590 4600 1.29 -1.84 76 0.86598 -4.30 0.62 0.70 0.125 11.917 16.54 4.56 5.46 15.35 3.67 15.79 -14.18
163206144 7.33153 +26.03331 116.74462 -36.57265 4453 0.86 -2.04 44 0.36048 -5.00 0.36 0.46 0.117 10.588 12.42 2.37 2.24 -7.38 15.34 17.02 -14.39
118608071 227.51662 -2.46588 356.91567 +45.38000 4386 0.79 -2.07 -77 0.47878 -5.04 0.38 0.56 0.185 11.383 17.68 4.02 3.38 12.61 4.45 13.37 -13.39
214003093 220.36986 +1.75954 353.70508 +53.41595 4434 0.84 -2.01 -101 0.67003 -5.16 0.28 0.38 0.105 9.900 9.80 1.57 1.35 7.89 2.29 8.22 -12.11
132202018 220.10966 -4.40932 346.94050 +48.92193 4532 1.01 -2.01 -16 0.62688 -4.66 0.50 0.60 0.153 9.946 7.77 1.88 2.01 5.89 3.24 6.72 -11.63
334603135 231.84315 +37.26119 60.07976 +55.75875 4465 0.81 -2.11 -85 0.50737 -5.12 0.28 0.38 0.080 12.155 27.48 4.41 3.78 22.74 13.40 26.40 -15.47
102710229 193.36324 +21.46831 307.67523 +84.32149 4268 0.45 -2.09 -161 0.26765 -5.44 0.16 0.26 0.162 9.915 10.93 1.23 0.84 10.90 7.39 13.17 -12.75
227806247 208.61816 -3.55289 331.72750 +55.75446 4412 0.77 -1.91 -124 0.36133 -4.70 0.62 0.84 0.144 11.542 16.58 5.32 5.48 13.73 4.42 14.43 -14.12
294204166 185.46342 +42.70790 142.14927 +73.29889 4552 0.97 -1.95 44 0.69365 -4.74 0.42 0.48 0.095 12.090 22.24 4.41 4.75 21.33 13.62 25.31 -15.70
141804088 162.53189 +10.13301 237.84466 +56.76568 4314 1.46 -1.65 169 2.36788 -4.74 0.62 0.80 0.118 13.992 52.83 16.28 17.46 44.22 33.90 55.72 -18.35
81701070 150.96785 -5.25021 245.17687 +38.17102 4322 0.67 -2.06 173 0.50531 -5.30 0.24 0.38 0.071 11.364 20.83 3.34 2.43 12.90 21.03 24.67 -14.49
238312049 247.55841 +26.01295 44.75389 +41.46646 4490 0.95 -1.96 168 0.22048 -4.82 0.44 0.54 0.065 10.860 13.27 2.92 2.98 8.82 7.06 11.30 -14.69
295812132 188.57213 +34.81504 147.41165 +81.48200 4463 0.83 -2.02 54 0.50745 -5.12 0.28 0.34 0.051 9.717 9.06 1.31 1.25 8.99 9.16 12.83 -12.26
201015099 75.87640 +27.48005 176.00275 -8.50185 4522 0.93 -2.20 68 0.29885 -4.40 0.64 0.80 0.323 12.393 19.68 6.06 6.74 -2.88 27.45 27.60 -15.40
210105154 135.12819 +35.22611 188.45220 +40.62914 4650 1.42 -1.80 348 0.59296 -4.04 0.56 0.56 0.115 9.731 5.39 1.22 1.58 3.53 12.06 12.57 -12.33
57710142 322.62195 +1.86075 55.56899 -33.65121 4510 1.06 -2.11 -80 0.58884 -4.46 0.68 0.92 0.074 10.242 8.42 2.91 3.10 -4.64 7.05 8.44 -13.64
90915103 153.01421 +37.22501 185.96070 +55.07925 4490 0.95 -2.00 172 0.62431 -4.82 0.46 0.60 0.069 11.222 15.65 3.78 3.69 12.86 16.94 21.27 -14.47
139911249 189.36089 -3.89762 296.18426 +58.79066 4468 0.95 -1.90 -111 0.57085 -4.76 0.52 0.68 0.103 10.208 9.40 2.53 2.54 8.06 7.30 10.88 -12.44
106503201 79.02756 +34.34628 172.03059 -2.27190 4263 0.63 -1.73 14 1.19127 -5.24 0.38 0.56 0.387 13.004 37.27 8.47 7.13 -1.45 45.17 45.20 -15.28
315606214 187.94795 +47.10793 132.57873 +69.65063 4613 1.11 -1.94 -90 0.61290 -4.44 0.50 0.54 0.013 10.911 11.69 2.57 3.03 10.98 11.16 15.66 -13.62
150201015 208.03830 +50.90838 101.15464 +63.57548 4508 1.13 -1.88 -116 -0.06210 -4.32 0.78 1.00 0.084 13.499 35.24 13.01 15.23 31.59 18.94 36.83 -16.10
213605141 80.45887 +36.22848 171.16007 -0.23475 4149 0.87 -2.12 -3 0.87823 -5.30 0.32 0.52 0.308 8.979 6.23 1.33 0.99 0.00 14.19 14.19 -9.93
51407188 238.68767 -2.19829 6.79846 +37.02818 4339 0.63 -2.08 -241 0.65039 -5.30 0.24 0.36 0.241 9.783 9.30 1.42 1.09 5.63 1.08 5.73 -11.97
202402117 160.33929 +0.43232 248.02776 +48.92577 4449 0.95 -1.98 37 0.45577 -4.86 0.46 0.62 0.134 12.313 25.57 6.35 6.03 19.31 21.14 28.63 -15.70
340901128 237.90565 +20.49561 33.78245 +48.47454 4428 0.79 -2.14 -12 0.43046 -5.26 0.20 0.30 0.093 10.913 16.45 2.12 1.59 12.34 6.15 13.79 -14.25
150414032 253.07848 +46.43863 72.19112 +39.42365 4444 0.93 -1.78 -222 0.37931 -4.82 0.48 0.58 0.082 10.889 13.35 3.13 3.30 8.50 10.95 13.86 -12.95
50914170 209.16977 +10.06915 348.05900 +67.03401 4430 0.82 -1.92 25 0.73782 -5.04 0.38 0.52 0.133 10.349 11.25 2.40 2.15 10.39 3.81 11.06 -12.66
315701020 233.01567 +18.03552 27.72921 +51.99544 4401 0.81 -2.02 -17 0.50304 -5.38 0.14 0.22 0.134 9.002 7.07 0.68 0.47 5.60 4.61 7.26 -11.72
335405089 231.94435 +15.15347 22.77836 +51.81293 4571 0.96 -1.96 -56 0.65779 -4.68 0.40 0.42 0.046 10.664 11.47 2.02 2.32 9.04 3.11 9.56 -13.08
313107111 126.18922 -2.40567 226.28548 +19.45125 4576 0.98 -2.01 27 0.57530 -4.70 0.36 0.36 0.044 9.136 5.73 0.88 1.03 1.94 12.37 12.52 -11.38
263503218 13.25130 +34.24189 123.30094 -28.62874 4576 1.11 -2.10 -12 0.40334 -4.54 0.52 0.64 0.062 12.748 27.87 7.11 7.54 -13.33 29.62 32.48 -14.99
313512206 193.86557 +44.38259 120.50975 +72.72673 4495 1.05 -1.87 116 0.29614 -4.86 0.36 0.40 0.096 9.789 8.14 1.37 1.47 7.80 9.46 12.26 -12.80
198713125 87.29453 +23.45820 185.10141 -2.15228 4281 0.41 -2.19 -54 1.28497 -5.14 0.32 0.50 0.393 12.532 28.56 5.87 4.54 -1.05 36.52 36.53 -15.62
66203120 20.40039 -1.86764 140.16746 -63.72544 4436 0.89 -2.03 100 0.41195 -5.08 0.34 0.48 0.130 10.892 14.73 2.92 2.50 -13.18 13.66 18.99 -13.11
29312160 169.50351 +28.05688 204.93018 +69.31115 4625 1.00 -1.97 178 0.05401 -4.40 0.76 1.18 0.051 13.133 31.36 13.15 13.14 29.36 18.64 34.78 -17.29
60309130 351.31516 +23.46272 98.55536 -35.29689 4179 0.30 -2.11 -309 0.39918 -5.64 0.06 0.10 0.142 9.488 9.93 0.45 0.28 -5.71 12.21 13.48 -11.09
231915022 178.51755 +41.67385 158.18576 +71.30359 4561 1.11 -1.74 14 0.60900 -4.34 0.66 0.76 0.100 11.543 14.34 4.24 5.09 13.61 12.39 18.40 -14.03
256006011 21.57141 +26.34884 132.57416 -35.86960 4420 0.97 -2.05 -140 1.04561 -4.54 0.66 0.84 0.071 11.297 14.23 4.57 5.06 -8.31 17.94 19.77 -15.26
336504166 125.96606 +2.37921 221.70640 +21.58602 4393 0.78 -2.10 317 0.49999 -5.42 0.14 0.18 0.100 9.153 7.84 0.62 0.52 2.91 14.30 14.59 -11.74
29614188 67.99809 +52.68779 152.80697 +3.11297 4239 0.49 -2.12 -59 1.15598 -4.76 0.56 0.78 0.328 10.710 10.68 3.22 3.14 0.61 18.15 18.16 -12.67
49706011 221.35320 +28.98493 43.87877 +64.84661 4200 0.31 -1.57 -267 -0.21668 -5.68 0.14 0.20 0.147 9.801 11.66 1.03 0.78 10.58 5.60 11.98 -12.96
268308214 82.83598 +0.36376 203.16194 -17.56790 4572 1.18 -1.90 -59 0.69683 -4.52 0.42 0.42 0.137 10.572 9.80 1.72 2.09 -2.93 16.99 17.24 -13.31
236611109 245.22424 +9.30130 23.42096 +37.59016 4407 0.81 -1.95 -178 0.83769 -4.92 0.46 0.62 0.117 11.204 15.90 3.95 3.75 9.73 6.15 11.51 -12.68
150405115 256.76312 +45.39424 70.93603 +36.83796 4580 1.22 -1.66 -35 0.74920 -4.16 0.64 0.64 0.087 10.985 10.27 2.62 3.52 6.18 9.41 11.26 -12.47
318314108 212.37842 +12.06842 357.29909 +66.29661 4429 0.87 -1.97 -226 0.53121 -5.28 0.20 0.26 0.080 8.439 5.34 0.60 0.52 4.92 5.86 7.65 -11.08
25805213 67.75578 +27.64468 171.25285 -13.99274 4511 1.08 -1.95 72 0.38365 -4.80 0.46 0.58 0.340 10.521 9.91 2.32 2.34 -2.37 17.57 17.73 -13.58
210414043 217.16060 +30.26176 47.07373 +68.49622 4406 0.76 -2.03 -151 0.23222 -5.10 0.34 0.48 0.124 11.618 20.84 4.13 3.53 19.41 6.25 20.40 -15.84
310002112 112.86452 +50.40909 167.58077 +26.73910 4608 1.25 -1.88 71 0.75010 -4.06 0.68 0.72 0.114 10.503 7.76 2.19 2.85 3.52 14.84 15.25 -12.05
279902110 162.71487 +34.64246 189.21516 +63.17504 4404 0.82 -1.84 186 0.71702 -5.28 0.22 0.28 0.111 10.439 13.23 1.60 1.41 11.83 13.93 18.28 -13.20
334706059 266.58969 +46.13889 72.68046 +30.10225 4473 0.81 -2.09 -76 0.71218 -5.14 0.26 0.32 0.040 10.806 15.17 2.08 1.93 7.64 13.18 15.24 -12.97
229614108 255.37036 +32.92789 55.34656 +36.34692 4439 0.88 -2.26 -83 0.30626 -4.52 0.66 0.90 0.091 11.758 17.28 5.86 6.14 10.27 11.45 15.38 -13.41
117406104 224.82544 +11.99971 12.45744 +56.44301 4595 1.24 -1.82 -65 0.59419 -4.32 0.64 0.74 0.093 9.973 6.92 2.00 2.37 5.79 4.34 7.24 -12.70
94015068 135.70047 +11.36868 217.58194 +34.26790 4539 1.09 -2.02 148 0.45452 -4.36 0.72 0.94 0.111 12.886 26.73 9.39 10.51 15.08 28.84 32.55 -16.64
51114115 223.67360 +27.72817 41.39268 +62.71488 4476 0.97 -1.78 -105 0.71702 -4.50 0.70 0.88 0.022 12.735 27.71 9.23 10.54 24.65 8.54 26.09 -16.36
154202032 245.45467 +33.84772 54.86625 +44.66583 4243 0.43 -2.15 -271 0.31135 -5.52 0.12 0.18 0.120 9.866 11.30 0.90 0.64 7.97 7.39 10.87 -12.24
194703043 60.16833 +33.78167 162.02820 -14.36078 4292 0.69 -2.18 -47 1.65718 -4.34 0.98 9.10 0.079 11.212 12.43 12.25 7.09 -3.06 19.81 20.04 -15.06
55214135 13.95646 +3.58798 125.07455 -59.26551 4449 0.91 -1.92 -90 0.16483 -4.90 0.46 0.60 0.125 8.702 4.96 1.20 1.17 -4.24 9.68 10.57 -11.94
152608148 253.45636 +41.51119 65.84318 +39.00612 4362 0.65 -2.14 -227 0.44000 -5.06 0.36 0.54 0.068 11.394 18.93 4.17 3.41 11.94 13.57 18.08 -15.77
347805155 271.79022 +5.85170 33.14596 +12.50193 4315 0.62 -2.16 -122 0.46228 -5.48 0.12 0.18 0.240 9.872 10.53 0.84 0.60 2.31 5.65 6.11 -10.33
339408250 170.39380 +26.96541 208.23198 +70.01744 4520 0.93 -2.15 77 0.52091 -4.96 0.32 0.40 0.072 11.994 23.79 4.00 3.78 22.39 15.64 27.31 -14.74
174711169 62.19691 +4.53763 187.06768 -32.82170 4484 1.06 -2.08 -36 0.65182 -4.34 0.80 1.06 0.079 14.279 51.05 19.72 22.74 -27.64 50.85 57.88 -15.66
332902205 205.90321 +51.29683 104.22555 +63.89460 4635 1.30 -1.96 15 0.69875 -4.18 0.64 0.72 0.085 12.798 23.91 6.75 8.19 21.50 14.70 26.04 -15.19
234911096 234.31781 +33.30956 53.09365 +53.88382 4499 0.91 -1.96 -24 0.54002 -4.88 0.40 0.46 0.147 9.353 6.56 1.25 1.33 5.33 6.46 8.38 -12.04
137407087 181.07474 +15.67860 256.83579 +74.16220 4590 1.17 -2.17 -116 0.95099 -4.22 0.72 0.90 0.085 11.127 11.28 3.83 4.43 10.88 9.20 14.25 -13.38
137808167 247.61485 +0.97880 16.04493 +31.41940 4509 1.06 -1.83 -17 0.85038 -4.68 0.46 0.50 0.064 12.197 23.04 4.74 5.44 12.04 12.18 17.13 -15.29
308309033 112.86452 +50.40909 167.58077 +26.73910 4549 1.14 -1.91 85 0.60443 -4.62 0.40 0.42 0.114 10.503 10.04 1.77 2.03 4.55 16.87 17.47 -13.48
333408067 214.92688 +45.92602 85.82588 +64.33090 4508 0.88 -2.11 -134 0.68443 -4.82 0.44 0.60 0.072 13.788 50.97 12.30 11.45 45.96 22.93 51.36 -18.36
230416078 112.28222 +24.20113 194.67963 +18.65248 4385 0.79 -2.03 100 0.37998 -5.08 0.34 0.50 0.162 9.495 7.63 1.57 1.29 2.47 15.10 15.30 -12.45
296508173 161.16583 +17.55566 224.38273 +59.26418 4684 1.54 -1.78 164 0.53573 -4.08 0.62 0.66 0.092 11.226 11.04 2.89 3.65 9.51 12.66 15.84 -13.25
236701030 199.56100 +1.20500 317.97716 +63.29102 4443 0.87 -2.13 174 0.56019 -4.62 0.62 0.94 0.140 9.457 6.13 2.15 2.02 5.50 6.23 8.31 -11.97
44002097 165.58620 +28.12218 204.20262 +65.86587 4344 0.88 -2.18 140 1.57791 -4.92 0.48 0.70 0.061 12.319 27.27 7.51 6.75 24.91 18.74 31.17 -16.75
296107054 104.94307 +37.30353 179.42995 +17.58268 4592 1.20 -1.85 -70 0.31383 -4.42 0.44 0.42 0.104 11.498 14.55 2.56 3.27 4.42 21.87 22.31 -11.62
103409055 171.83897 +11.72019 246.82822 +64.96724 4437 0.82 -2.00 84 0.45315 -5.06 0.34 0.46 0.151 10.812 13.93 2.66 2.36 12.65 11.66 17.20 -14.63
62307130 320.50085 -8.34262 43.51620 -37.15254 4550 1.10 -1.77 -62 0.73643 -4.54 0.58 0.66 0.104 9.800 7.03 1.84 2.15 -4.22 5.51 6.94 -10.48
92212173 148.30510 +7.74769 229.13283 +43.62016 4491 0.97 -2.11 307 0.97903 -4.70 0.56 0.82 0.136 10.907 12.42 3.91 3.65 8.60 15.46 17.69 -14.61
255214144 320.81168 +43.11893 87.63548 -5.04028 4164 0.14 -1.64 -147 0.42595 -5.58 0.26 0.36 0.747 13.304 42.40 6.48 5.39 -3.70 42.66 42.82 -14.90
235513228 272.74081 +48.23705 75.88745 +26.37632 4429 0.86 -1.98 -133 0.50215 -5.12 0.30 0.40 0.107 9.566 8.24 1.39 1.22 3.69 9.47 10.16 -11.86
347808104 272.49799 +5.55101 33.19306 +11.73756 4598 1.20 -1.94 -283 0.62503 -4.30 0.54 0.58 0.192 10.806 9.61 2.25 2.71 1.98 5.15 5.52 -10.19
265815115 140.08972 +53.05840 164.18884 +43.47668 4439 0.84 -2.02 -150 0.58917 -5.26 0.20 0.24 0.089 10.112 11.39 1.19 1.10 7.87 16.11 17.93 -13.15
248313194 21.58656 +52.56330 128.30496 -9.94389 4602 0.97 -1.89 -422 0.85392 -4.46 0.52 0.60 0.142 13.311 33.55 8.10 9.08 -5.77 38.52 38.95 -14.27
131509235 241.26471 -6.01699 4.99925 +32.66818 4546 0.96 -2.02 -52 0.43027 -4.22 0.76 0.88 0.154 9.474 5.10 1.70 2.14 2.78 3.74 4.66 -12.63
291212083 147.45590 +3.27090 233.64730 +40.53160 4449 0.92 -1.96 -9 0.48350 -5.14 0.26 0.28 0.151 9.401 7.55 0.91 0.96 4.94 12.30 13.26 -12.09
210714218 104.94307 +37.30353 179.42995 +17.58268 4606 1.26 -1.83 -70 0.51808 -4.16 0.60 0.62 0.104 11.498 12.91 3.21 4.11 3.93 20.30 20.68 -11.35
172209215 325.18222 +41.63409 88.97985 -8.33306 4439 0.90 -1.91 -219 0.57739 -4.96 0.36 0.46 0.176 9.453 7.04 1.34 1.27 -0.99 10.51 10.56 -10.28
294002230 171.23589 +45.59203 160.17808 +64.78234 4613 1.24 -2.09 57 0.63048 -4.36 0.60 0.72 0.061 11.598 15.12 4.27 4.81 13.70 14.23 19.75 -14.17
10808124 15.76337 +25.83873 126.20309 -36.95923 4535 1.12 -1.85 -70 0.43891 -4.58 0.52 0.62 0.093 12.519 25.19 6.26 6.82 -15.12 25.68 29.80 -15.99
327610202 250.22359 +4.76206 21.40316 +31.07550 4437 0.85 -2.09 109 0.57088 -5.26 0.20 0.26 0.140 10.292 12.09 1.36 1.17 6.27 4.12 7.50 -11.67
103609241 172.40926 +10.60074 249.65799 +64.62869 4393 0.78 -2.18 64 0.56421 -4.98 0.40 0.60 0.113 12.270 26.76 6.46 5.41 24.20 16.10 29.07 -13.86
338212039 160.74907 +7.56537 239.69078 +53.83433 4556 0.76 -2.00 -113 0.52648 -4.84 0.34 0.40 0.092 10.973 13.94 2.35 2.36 11.28 14.07 18.04 -14.46
101507140 193.70477 +22.53552 312.59498 +85.34369 4542 1.09 -1.93 49 0.67403 -4.78 0.44 0.56 0.141 9.852 7.91 1.80 1.78 7.91 7.58 10.96 -12.29
